number,street,unit,census_status,street_residential_signal
1599,HALLRIDGE RD,,Match,0/0
5838,HALLRIDGE CIR,D,Match,0/0
2114,PINE GROVE LN,,Match,0/1
2109,PINE GROVE LN,,Match,0/1
1874,COVENTRY CT,A,Match,2/2
2818,BANWICK RD,,Match,0/9
2719,EASTLAND MALL,,Match,0/1
4283,EASTLAND SQUARE DR,,Match,0/1
5685,BAIRSFORD CIR N,14,Match,0/0
110,CHANTRY DR,,No_Match,0/16
34,CHANTRY DR,,No_Match,0/16
556,LITTLE BROOK WAY,,No_Match,30/31
5081,CEDAR DR,K,Match,15/24
2305,HAMILTON RD,,Match,242/753
2853,CITIZENS PL,F,Match,0/1
5727,CHANTRY DR,,Match,0/16
5725,GREENPINE ST,,No_Match,0/0
2512,EASTERN PINE RD,,Match,0/0
5807,MAPLE TREE LN,,Match,0/0
5904,SHANA DR,,Match,0/1
2776,CITIZENS PL,G,Match,0/1
2755,TENNYSON BLVD,C,Match,0/0
2735,TENNYSON BLVD,D,Match,0/0
4593,REFUGEE RD,1F,Match,119/267
4600,CHANNING TER,,Match,0/0
1560,ABRAHAM WOODS,,Match,0/0
6697,MCNAUGHTEN CT,,No_Match,0/1
5945,SHANA DR,,Match,0/1
2471,SHORE BLVD E,A,Match,0/0
4661,REFUGEE RD,1B,Match,119/267
4630,HILTON CORPORATE DR,209,Match,0/3
2536,SCARBOROUGH SQ,12,Match,0/0
5356,YORKSHIRE TERRACE DR,B,Match,0/0
5543,HIBERNIA DR,C,Match,0/1
5588,HIBERNIA DR,A,Match,0/1
4800,LARAINE CT,204,Match,0/0
2714,BRANDY DR,201,Match,0/1
3164,WEBSTER DR,,Match,0/0
3027,ROTUNDA CT S,,Match,0/0
2738,BRANDY DR,201,Match,0/1
2738,BRANDY DR,204,Match,0/1
3395,SUFFIELD,,Match,0/0
5545,CANTARA PL,1,Match,0/0
3366,SUFFIELD,,Match,0/0
3243,WEBSTER DR,,Match,0/0
5015,COVENTRY DR,,Match,0/0
2904,SHILLING DR,,Match,0/0
5099,CEDAR DR,G,Match,15/24
5121,CEDAR DR,D,Match,15/24
5165,CEDAR DR,C,Match,15/24
5592,BAIRSFORD CIR N,,Match,0/0
5619,AUTUMN CHASE DR,,Match,0/1
5790,HALLRIDGE CIR,,Match,0/0
4569,MONMOUTH CT,,Match,0/0
4611,REFUGEE RD,1B,Match,119/267
4593,REFUGEE RD,3I,Match,119/267
4585,ISINGTON CT,B,Match,0/0
2489,SHORE BLVD E,,Match,0/0
4590,LAKE SIDE N,K,Match,0/0
3057,ROTUNDA CT S,,Match,0/0
2851,CITIZENS PL,G,Match,0/1
2785,CITIZENS PL,G,Match,0/1
5796,HALLRIDGE CIR,,Match,0/0
2801,BERWICK SQ,,Match,0/1
2720,BRANDY DR,202,Match,0/1
4561,MANDEVILLE CT,D,Match,0/0
2935,TENNYSON BLVD,B,Match,0/0
4545,LAKE SIDE S,D,Match,0/0
2411,SHORE BLVD E,I,Match,0/0
4594,ISINGTON CT,203,Match,0/0
4587,LAKE SIDE S,,Match,0/0
5564,CHANTRY DR,,Match,0/16
266,CHANTRY DR,,No_Match,0/16
460,LITTLE BROOK WAY,,No_Match,30/31
3314,TRADAN DR,,Match,0/1
3193,WABASH CT S,,Match,0/0
4593,LAKE SIDE S,,Match,0/0
2491,SHORE BLVD E,A,Match,0/0
4611,REFUGEE RD,1D,Match,119/267
4619,REFUGEE RD,3E,Match,119/267
4671,REFUGEE RD,2A,Match,119/267
4665,REFUGEE RD,2J,Match,119/267
4630,HILTON CORPORATE DR,102,Match,0/3
4643,COLERIDGE CT,,Match,0/0
2824,TENNYSON BLVD,C,Match,0/0
4644,HEBRIDES DR,C,Match,0/0
4671,REFUGEE RD,3F,Match,119/267
5688,GREENPINE ST,,Match,0/0
2521,EASTERN PINE RD,,Match,0/0
6637,MCNAUGHTEN CT,,No_Match,0/1
6427,MCNAUGHTEN CT,,No_Match,0/1
6465,MCNAUGHTEN CT,,No_Match,0/1
2486,FOREST GREEN CT,,Match,0/0
3687,FARTHING LN,,Match,0/2
2794,GROSSE POINT,,Match,0/0
3191,WABASH CT S,,Match,0/0
4802,ROLLINGBROOK LN,B,Tie,0/0
4794,REFUGEE RD,D,Match,119/267
3473,COURTRIGHT LN,,Match,0/0
2158,RIVERDALE SQ W,,Match,0/0
3629,RIVERDALE SQ,,Match,0/0
3705,KNIGHTSWAY LN,,Match,0/2
2584,SUMMERWAY CT,,Match,0/0
4956,OLDE COVENTRY RD W,,Match,0/0
4990,MYERS RD,,Match,0/8
3731,KIMBERLY WEST DR,UNIT 2,Tie,0/0
3751,NOAM CT,,Match,0/0
2281,PETZINGER CT,,Match,0/0
3759,KIMBERLY WEST DR,,Tie,0/0
3769,KIMBERLY WEST DR,UNIT 5,Tie,0/0
2605,KIMBERLY PKWY W,,Match,0/0
1952,OLDE COVENTRY RD E,,Match,0/0
1898,COVENTRY CT,A,Match,2/2
5044,COVENTRY DR,A,Match,0/0
3890,REFUGEE RD,,Match,119/267
3728,SOFT WIND DR,,Match,0/0
2169,RIVERDALE SQ E,,Match,0/0
2165,RIVERDALE SQ E,,Match,0/0
3658,RIVERDALE SQ,,Match,0/0
5099,CEDAR DR,F,Match,15/24
5123,CEDAR DR,F,Match,15/24
2258,SUNSHINE PL,,Match,0/1
3714,KNIGHTSWAY LN,,Match,0/2
3589,ARIEL DR,,Match,0/0
2342,RANDY CT,,Match,0/0
4091,ROLLS ROYCE CT,,Match,0/0
4085,JENERA PL,,Match,0/0
2284,SEVILLE AVE,,Match,0/1
2272,SEVILLE AVE,,Match,0/1
3725,KIMBERLY WEST DR,UNIT 3,Tie,0/0
2275,PETZINGER CT,,Match,0/0
3747,KIMBERLY WEST DR,UNIT 2,Tie,0/0
3752,KIMBERLY WEST DR,,Tie,0/0
3738,EMRICK CT,,Match,0/0
2577,KIMBERLY PKWY W,,Match,0/0
3816,RIVERCREEK BAY WAY,,Match,0/0
5491,RED BIRD CT,,Match,0/1
5330,YORKSHIRE TERRACE DR,B1,Match,0/0
2510,KIMBERLY PKWY E,UNIT 207,Match,0/0
4259,DONLYN CT,,Match,0/0
2801,LONGFELLOW ST,,No_Match,0/1
3899,RIVERCREEK BAY WAY,,Match,0/0
3996,SOLDIER ST,,Match,12/82
3261,ST BERNARD CIR,,Match,0/0
5370,YORKSHIRE TERRACE DR,,Match,0/0
4251,MACSWAY AVE,,Match,0/5
3996,RIVERCREEK BAY WAY,,Match,0/0
2197,SUNSHINE PL,,Match,0/1
2088,SUNSHINE PL,,Match,0/1
2300,SUNSHINE PL,,Match,0/1
2196,SUNSHINE PL,,Match,0/1
5726,HIBERNIA DR,C,Match,0/1
1561,ALLENFORD CT,,Match,0/0
2177,MUIRWOOD DR,,Match,0/1
2204,MUIRWOOD DR,,Match,0/1
2210,SEVILLE AVE,,Match,0/1
5442,CHATFORD SQ,,Match,0/1
5514,E LIVINGSTON AVE,,Match,406/920
1558,APPLETON CT,,Match,0/0
3342,SUFFIELD,,Match,0/0
3320,SUFFIELD,,Match,0/0
2845,CITIZENS PL,F,Match,0/1
2843,CITIZENS PL,E,Match,0/1
2740,CITIZENS PL,A,Match,0/1
4209,DONLYN CT,,Match,0/0
1789,BAIRSFORD CIR W,,Match,0/0
2635,WINCHESTER PIKE,,Match,4/13
3902,NEWTON ABBEY LN,,No_Match,80/80
3898,NEWTON ABBEY LN,,No_Match,80/80
2731,WINCHESTER PIKE,,Match,4/13
6043,RADEKIN RD,,Match,21/44
2960,NOE-BIXBY RD,,No_Match,242/328
3995,GROVES RD,UNIT S,Match,4/54
3995,GROVES RD,UNIT B,Match,4/54
3995,GROVES RD,UNIT A,Match,4/54
2140,S HAMILTON RD,,Match,242/753
4414,REFUGEE RD,,Match,119/267
1946,S JAMES RD,,No_Match,351/451
2837,S HAMILTON RD,,Match,242/753
3325,WINCHESTER PIKE,,Match,4/13
5076,WINCHESTER PIKE,,Match,4/13
6161,MCNAUGHTEN WOODS DR,,Match,0/18
5885,CHANTRY DR,,Match,0/16
6140,RADEKIN RD,,Match,21/44
2734,OLD COURTRIGHT RD,UNIT K,Match,0/4
2734,OLD COURTRIGHT RD,UNIT H,Match,0/4
2734,OLD COURTRIGHT RD,UNIT J,Match,0/4
2734,OLD COURTRIGHT RD,UNIT L,Match,0/4
2734,OLD COURTRIGHT RD,UNIT G,Match,0/4
2734,OLD COURTRIGHT RD,UNIT I,Match,0/4
2734,OLD COURTRIGHT RD,UNIT C,Match,0/4
2734,OLD COURTRIGHT RD,UNIT D,Match,0/4
2734,OLD COURTRIGHT RD,UNIT M,Match,0/4
4685,GROVES RD,,Match,4/54
2734,OLD COURTRIGHT RD,UNIT E,Match,0/4
2734,OLD COURTRIGHT RD,UNIT B,Match,0/4
2734,OLD COURTRIGHT RD,UNIT A,Match,0/4
2734,OLD COURTRIGHT RD,UNIT F,Match,0/4
4681,GROVES RD,,Match,4/54
4683,GROVES RD,,Match,4/54
2357,S HAMILTON RD,,Match,242/753
4170,CADILLAC CT,,No_Match,0/0
4093,PORSCHE CT,,Match,0/1
2437,CORVETTE CT,,Match,0/0
4169,ASTON MARTIN CT,,Match,0/0
2382,MERCEDES LN,,Match,0/0
2379,MERCEDES LN,,Match,0/0
4082,ROLLS ROYCE CT,,No_Match,0/0
2243,COURTSIDE DR,,Match,0/2
5609,E MAIN ST,,No_Match,538/1851
2337,KIMBERLY PKWY E,,Match,0/0
2729,S HAMILTON RD,,Match,242/753
4741,COMET RD,,Match,4/16
5769,CHATTERTON RD,,No_Match,0/12
2846,S HAMILTON RD,,Match,242/753
2806,S HAMILTON RD,,Match,242/753
2664,S HAMILTON RD,,Match,242/753
2376,S HAMILTON RD,,Match,242/753
2863,S HAMILTON RD,,Match,242/753
2186,S HAMILTON RD,,Match,242/753
5782,CHANTRY DR,,Match,0/16
4120,TRURO STATION RD,,Match,0/4
5785,CAESAR CREEK LN,UNIT 302,No_Match,0/0
5846,FERN HILL LN,,No_Match,0/0
3247,RABBIT HILL LN,,No_Match,0/0
5824,FERN HILL LN,,No_Match,0/0
5842,FERN HILL LN,,No_Match,0/0
3238,RABBIT HILL LN,,No_Match,0/0
3201,RABBIT HILL LN,,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 304,No_Match,0/0
3207,RABBIT HILL LN,,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 102,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 204,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 104,No_Match,0/0
5837,SUNSHINE BROOK LN,,No_Match,0/0
5819,SUNSHINE BROOK LN,,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 202,No_Match,0/0
3206,RABBIT HILL LN,UNIT 302,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 103,No_Match,0/0
3199,RABBIT HILL LN,,No_Match,0/0
3249,RABBIT HILL LN,,No_Match,0/0
3333,RABBIT HILL LN,,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 201,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 301,No_Match,0/0
5817,SUNSHINE BROOK LN,,No_Match,0/0
3251,RABBIT HILL LN,,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 203,No_Match,0/0
5860,FERN HILL LN,,No_Match,0/0
5763,SUNSHINE BROOK LN,,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 302,No_Match,0/0
5812,FERN HILL LN,,No_Match,0/0
3206,RABBIT HILL LN,UNIT 101,No_Match,0/0
5781,SUNSHINE BROOK LN,,No_Match,0/0
3291,RABBIT HILL LN,,No_Match,0/0
5866,CEDAR FALLS LN,,No_Match,0/0
5785,SUNSHINE BROOK LN,,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 301,No_Match,0/0
5856,FERN HILL LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 103,No_Match,0/0
5862,CEDAR FALLS LN,,No_Match,0/0
5783,SUNSHINE BROOK LN,,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 101,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 201,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 301,No_Match,0/0
5839,SUNSHINE BROOK LN,,No_Match,0/0
5827,SUNSHINE BROOK LN,,No_Match,0/0
3206,RABBIT HILL LN,UNIT 303,No_Match,0/0
5803,SUNSHINE BROOK LN,,No_Match,0/0
5792,FERN HILL LN,,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 203,No_Match,0/0
5900,CEDAR FALLS LN,,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 104,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 303,No_Match,0/0
3195,RABBIT HILL LN,,No_Match,0/0
5771,SUNSHINE BROOK LN,,No_Match,0/0
5841,SUNSHINE BROOK LN,,No_Match,0/0
3206,RABBIT HILL LN,UNIT 202,No_Match,0/0
5778,FERN HILL LN,,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 101,No_Match,0/0
5796,FERN HILL LN,,No_Match,0/0
5858,FERN HILL LN,,No_Match,0/0
3323,RABBIT HILL LN,,No_Match,0/0
3206,RABBIT HILL LN,UNIT 201,No_Match,0/0
5767,FERN HILL LN,,No_Match,0/0
5892,CEDAR FALLS LN,,No_Match,0/0
5814,FERN HILL LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 102,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 204,No_Match,0/0
5807,SUNSHINE BROOK LN,,No_Match,0/0
5804,CEDAR FALLS LN,,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 102,No_Match,0/0
5771,CAESAR CREEK LN,,No_Match,0/0
5777,SUNSHINE BROOK LN,,No_Match,0/0
3327,RABBIT HILL LN,,No_Match,0/0
3206,RABBIT HILL LN,UNIT 102,No_Match,0/0
5809,SUNSHINE BROOK LN,,No_Match,0/0
3285,RABBIT HILL LN,,No_Match,0/0
3315,RABBIT HILL LN,,No_Match,0/0
5830,FERN HILL LN,,No_Match,0/0
5788,FERN HILL LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 303,No_Match,0/0
5793,SUNSHINE BROOK LN,,No_Match,0/0
5868,CEDAR FALLS LN,,No_Match,0/0
5894,CEDAR FALLS LN,,No_Match,0/0
5787,ROSEBRIAR LN,,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 102,No_Match,0/0
3227,RABBIT HILL LN,,No_Match,0/0
3283,RABBIT HILL LN,,No_Match,0/0
5799,CHATTERTON RD,,No_Match,0/12
5771,CAESAR CREEK LN,UNIT 201,No_Match,0/0
3309,RABBIT HILL LN,,No_Match,0/0
5860,CEDAR FALLS LN,,No_Match,0/0
5816,FERN HILL LN,,No_Match,0/0
3299,RABBIT HILL LN,,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 104,No_Match,0/0
5800,FERN HILL LN,,No_Match,0/0
5834,FERN HILL LN,,No_Match,0/0
3267,RABBIT HILL LN,,No_Match,0/0
5782,FERN HILL LN,,No_Match,0/0
5775,SUNSHINE BROOK LN,,No_Match,0/0
3325,RABBIT HILL LN,,No_Match,0/0
5758,ROSEBRIAR LN,,No_Match,0/0
3243,RABBIT HILL LN,,No_Match,0/0
5836,FERN HILL LN,,No_Match,0/0
3259,RABBIT HILL LN,,No_Match,0/0
5898,CEDAR FALLS LN,,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 102,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 304,No_Match,0/0
3271,RABBIT HILL LN,,No_Match,0/0
5789,SUNSHINE BROOK LN,,No_Match,0/0
3219,RABBIT HILL LN,,No_Match,0/0
5826,FERN HILL LN,,No_Match,0/0
3220,RABBIT HILL LN,,No_Match,0/0
5773,ROSEBRIAR LN,,No_Match,0/0
3311,RABBIT HILL LN,,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 102,No_Match,0/0
5795,CEDAR FALLS LN,,No_Match,0/0
3229,RABBIT HILL LN,,No_Match,0/0
3321,RABBIT HILL LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 203,No_Match,0/0
5886,CEDAR FALLS LN,,No_Match,0/0
3329,RABBIT HILL LN,,No_Match,0/0
5864,CEDAR FALLS LN,,No_Match,0/0
3257,RABBIT HILL LN,,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 202,No_Match,0/0
5767,CAESAR CREEK LN,,No_Match,0/0
5884,CEDAR FALLS LN,,No_Match,0/0
5864,FERN HILL LN,,No_Match,0/0
3277,RABBIT HILL LN,,No_Match,0/0
5779,SUNSHINE BROOK LN,,No_Match,0/0
5891,CEDAR FALLS LN,,No_Match,0/0
3223,RABBIT HILL LN,,No_Match,0/0
5761,SUNSHINE BROOK LN,,No_Match,0/0
5852,FERN HILL LN,,No_Match,0/0
5813,SUNSHINE BROOK LN,,No_Match,0/0
3331,RABBIT HILL LN,,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 203,No_Match,0/0
5803,ROSEBRIAR LN,,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 303,No_Match,0/0
5788,CEDAR FALLS LN,,No_Match,0/0
5896,CEDAR FALLS LN,,No_Match,0/0
3235,RABBIT HILL LN,,No_Match,0/0
3275,RABBIT HILL LN,,No_Match,0/0
5791,SUNSHINE BROOK LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 301,No_Match,0/0
5829,SUNSHINE BROOK LN,,No_Match,0/0
3263,RABBIT HILL LN,,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 101,No_Match,0/0
5822,FERN HILL LN,,No_Match,0/0
5850,FERN HILL LN,,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 204,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 303,No_Match,0/0
5832,FERN HILL LN,,No_Match,0/0
5888,CEDAR FALLS LN,,No_Match,0/0
3295,RABBIT HILL LN,,No_Match,0/0
5876,CEDAR FALLS LN,,No_Match,0/0
3211,RABBIT HILL LN,,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 202,No_Match,0/0
3297,RABBIT HILL LN,,No_Match,0/0
5833,SUNSHINE BROOK LN,,No_Match,0/0
3313,RABBIT HILL LN,,No_Match,0/0
3231,RABBIT HILL LN,,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 102,No_Match,0/0
5799,SUNSHINE BROOK LN,,No_Match,0/0
3191,RABBIT HILL LN,,No_Match,0/0
3206,RABBIT HILL LN,UNIT 203,No_Match,0/0
5844,FERN HILL LN,,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 203,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 201,No_Match,0/0
3293,RABBIT HILL LN,,No_Match,0/0
5825,SUNSHINE BROOK LN,,No_Match,0/0
3206,RABBIT HILL LN,UNIT 103,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 201,No_Match,0/0
3213,RABBIT HILL LN,,No_Match,0/0
5821,SUNSHINE BROOK LN,,No_Match,0/0
5835,SUNSHINE BROOK LN,,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 203,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 302,No_Match,0/0
3253,RABBIT HILL LN,,No_Match,0/0
3265,RABBIT HILL LN,,No_Match,0/0
5801,SUNSHINE BROOK LN,,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 202,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 104,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 101,No_Match,0/0
3261,RABBIT HILL LN,,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 103,No_Match,0/0
5767,SUNSHINE BROOK LN,,No_Match,0/0
5797,CHATTERTON RD,,No_Match,0/12
5797,SUNSHINE BROOK LN,,No_Match,0/0
5795,SUNSHINE BROOK LN,,No_Match,0/0
5828,FERN HILL LN,,No_Match,0/0
5818,FERN HILL LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 101,No_Match,0/0
5848,FERN HILL LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 304,No_Match,0/0
3289,RABBIT HILL LN,,No_Match,0/0
3255,RABBIT HILL LN,,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 204,No_Match,0/0
3206,RABBIT HILL LN,UNIT 304,No_Match,0/0
3194,RABBIT HILL LN,,No_Match,0/0
5776,FERN HILL LN,,No_Match,0/0
3221,RABBIT HILL LN,,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 302,No_Match,0/0
3233,RABBIT HILL LN,,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 304,No_Match,0/0
5751,CHATTERTON RD,,No_Match,0/12
3225,RABBIT HILL LN,,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 303,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 304,No_Match,0/0
3197,RABBIT HILL LN,,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 304,No_Match,0/0
5811,SUNSHINE BROOK LN,,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 202,No_Match,0/0
3220,RABBIT HILL LN,UNIT 204,No_Match,0/0
5774,CEDAR FALLS LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 202,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 301,No_Match,0/0
5870,CEDAR FALLS LN,,No_Match,0/0
5854,FERN HILL LN,,No_Match,0/0
3279,RABBIT HILL LN,,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 104,No_Match,0/0
3193,RABBIT HILL LN,,No_Match,0/0
5820,FERN HILL LN,,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 204,No_Match,0/0
3203,RABBIT HILL LN,,No_Match,0/0
5785,CAESAR CREEK LN,,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 201,No_Match,0/0
5872,CEDAR FALLS LN,,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 304,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 301,No_Match,0/0
5862,FERN HILL LN,,No_Match,0/0
5854,CEDAR FALLS LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 302,No_Match,0/0
3281,RABBIT HILL LN,,No_Match,0/0
3205,RABBIT HILL LN,,No_Match,0/0
3206,RABBIT HILL LN,UNIT 104,No_Match,0/0
5856,CEDAR FALLS LN,,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 103,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 103,No_Match,0/0
3269,RABBIT HILL LN,,No_Match,0/0
5771,CAESAR CREEK LN,UNIT 302,No_Match,0/0
5798,SUNSHINE BROOK LN,,No_Match,0/0
3209,RABBIT HILL LN,,No_Match,0/0
5785,CAESAR CREEK LN,UNIT 103,No_Match,0/0
5874,CEDAR FALLS LN,,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 101,No_Match,0/0
3317,RABBIT HILL LN,,No_Match,0/0
5780,FERN HILL LN,,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 202,No_Match,0/0
3206,RABBIT HILL LN,,No_Match,0/0
5790,FERN HILL LN,,No_Match,0/0
3241,RABBIT HILL LN,,No_Match,0/0
3237,RABBIT HILL LN,,No_Match,0/0
5890,CEDAR FALLS LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 201,No_Match,0/0
5773,SUNSHINE BROOK LN,,No_Match,0/0
5798,FERN HILL LN,,No_Match,0/0
5774,CEDAR FALLS LN,UNIT 101,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 302,No_Match,0/0
5769,SUNSHINE BROOK LN,,No_Match,0/0
5840,FERN HILL LN,,No_Match,0/0
5787,ROSEBRIAR LN,UNIT 103,No_Match,0/0
5786,FERN HILL LN,,No_Match,0/0
5805,SUNSHINE BROOK LN,,No_Match,0/0
5747,CHATTERTON RD,,No_Match,0/12
3206,RABBIT HILL LN,UNIT 204,No_Match,0/0
3206,RABBIT HILL LN,UNIT 301,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 301,No_Match,0/0
3319,RABBIT HILL LN,,No_Match,0/0
3287,RABBIT HILL LN,,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 303,No_Match,0/0
5831,SUNSHINE BROOK LN,,No_Match,0/0
5852,CEDAR FALLS LN,,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 303,No_Match,0/0
5765,SUNSHINE BROOK LN,,No_Match,0/0
3220,RABBIT HILL LN,UNIT 104,No_Match,0/0
5784,FERN HILL LN,,No_Match,0/0
3215,RABBIT HILL LN,,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 104,No_Match,0/0
5794,FERN HILL LN,,No_Match,0/0
5788,CEDAR FALLS LN,UNIT 204,No_Match,0/0
5858,CEDAR FALLS LN,,No_Match,0/0
5773,ROSEBRIAR LN,UNIT 203,No_Match,0/0
3239,RABBIT HILL LN,,No_Match,0/0
5823,SUNSHINE BROOK LN,,No_Match,0/0
4080,TRURO STATION RD,,Match,0/4
2918,TENNYSON BLVD,,Match,0/0
5688,E LIVINGSTON AVE,,Match,406/920
5091,SCARBOROUGH BLVD,,No_Match,0/1
5928,E LIVINGSTON AVE,,Match,406/920
2348,S HAMILTON RD,,Match,242/753
4759,REFUGEE RD,,Match,119/267
5785,CHATTERTON RD,,No_Match,0/12
5462,E LIVINGSTON AVE,,Match,406/920
5299,E LIVINGSTON AVE,,Match,406/920
2008,LAKE CLUB DR,,Match,1/11
5965,E LIVINGSTON AVE,,Match,406/920
2196,MUIRWOOD DR,,Match,0/1
4416,REFUGEE RD,BLDG 5A,Match,119/267
2169,MUIRWOOD DR,,Match,0/1
4416,REFUGEE RD,BLDG 4A,Match,119/267
2262,MUIRWOOD DR,,Match,0/1
4416,REFUGEE RD,BLDG 8,Match,119/267
2295,MUIRWOOD DR,,Match,0/1
4416,REFUGEE RD,BLDG 6,Match,119/267
2239,MUIRWOOD DR,,Match,0/1
4416,REFUGEE RD,BLDG 4B,Match,119/267
4416,REFUGEE RD,,Match,119/267
2176,MUIRWOOD DR,,Match,0/1
4416,REFUGEE RD,BLDG 7,Match,119/267
3398,CREEK VIEW TRAIL DR,,No_Match,17/18
3392,CREEK VIEW TRAIL DR,,No_Match,17/18
3404,CREEK VIEW TRAIL DR,,No_Match,17/18
5906,SCARBOROUGH BLVD,,Match,0/1
5473,E MAIN ST,,Match,538/1851
2304,KIMBERLY PKWY E,,No_Match,0/0
3228,REFUGEE RD,,Match,119/267
2712,WINCHESTER PIKE,,Match,4/13
3964,WINCHESTER PIKE,,Match,4/13
2332,RANDY CT,,Match,0/0
1933,S HAMILTON RD,,Match,242/753
5922,AUTUMN OAK DR,,No_Match,10/11
3294,CREEK VIEW TRAIL CT,,No_Match,9/9
3350,CREEK VIEW TRAIL DR,,No_Match,17/18
3343,CREEK VIEW TRAIL DR,,No_Match,17/18
5866,AUTUMN OAK DR,,No_Match,10/11
2888,S HAMILTON RD,,Match,242/753
4503,REFUGEE RD,,Match,119/267
4974 1/2,MYERS RD,,Match,0/8
4413,WINCHESTER PIKE,,Match,4/13
3331,REFUGEE RD,,Match,119/267
1566,MCNAUGHTEN RD,,Match,80/137
1574,MCNAUGHTEN RD,,Match,80/137
1564,MCNAUGHTEN RD,UNIT POOL,Match,80/137
1564,MCNAUGHTEN RD,UNIT PRGL,Match,80/137
1564,MCNAUGHTEN RD,,Match,80/137
1585,MacBRINN AVE,,No_Match,16/16
1581,MacBRINN AVE,,No_Match,16/16
3389,BATES CIR,UNIT 105,No_Match,0/0
3392,PLOWMAN PL,UNIT 103,No_Match,0/0
3460,LOOPER AVE,,No_Match,0/0
3365,BATES CIR,UNIT 208,No_Match,0/0
3450,PLOWMAN PL,UNIT 305,No_Match,0/0
3424,PLOWMAN PL,UNIT 302,No_Match,0/0
3392,PLOWMAN PL,UNIT 101,No_Match,0/0
3389,BATES CIR,UNIT 108,No_Match,0/0
