address,number,street,unit,city,state,zip,latitude,longitude,parcel_id,land_use_code,land_use_type,verification,homestead,year_built,bedrooms,bathrooms,appraised_value,annual_tax,sale_price,sale_date,census_match,census_matched_address
"5240 CARBONDALE DR, Columbus, OH, 43232",5240,CARBONDALE DR,,Columbus,OH,43232,39.9260973,-82.8518237,010-136102,510,SINGLE_FAMILY,auditor_parcel,,1967,3,1,191900.00,3078.28,28500,12/13/2011,Y,Exact
"5345 IVYHURST DR, Columbus, OH, 43232",5345,IVYHURST DR,,Columbus,OH,43232,39.940793,-82.8516021,010-127829,510,SINGLE_FAMILY,auditor_parcel,,1960,3,1,158200.00,2484.98,140000,03/26/2021,Y,Exact
"2884 GENTRY LN, Columbus, OH, 43232",2884,GENTRY LN,,Columbus,OH,43232,39.9188264,-82.850532,010-161479,510,SINGLE_FAMILY,auditor_parcel,,1972,3,1,152700.00,2398.8,91500,09/05/2007,Y,Exact
"2073 EASTHAVEN DR, Columbus, OH, 43232",2073,EASTHAVEN DR,,Columbus,OH,43232,39.9292208,-82.9120367,010-137307,510,SINGLE_FAMILY,auditor_parcel,,1963,3,2,173600.00,2727.3,0,06/25/2007,Y,Exact
"3065 EASTHAVEN DR S, Columbus, OH, 43232",3065,EASTHAVEN DR S,,Columbus,OH,43232,39.9248269,-82.9110018,010-138322,510,SINGLE_FAMILY,auditor_parcel,,1968,3,2,160600.00,2576.46,25000,03/01/2011,Y,Exact
"1350 YORKLAND RD, Columbus, OH, 43232",1350,YORKLAND RD,,Columbus,OH,43232,39.9509649,-82.8413479,010-181735,520,TWO_FAMILY,auditor_parcel,,1981,4,2,255800.00,4103,180000,10/01/2019,Y,Exact
"3164 KINGS REALM AVE, Columbus, OH, 43232",3164,KINGS REALM AVE,,Columbus,OH,43232,39.9155869,-82.8403618,010-253553,510,SINGLE_FAMILY,auditor_parcel,,2001,4,2,238500.00,3825.72,185000,05/21/2024,Y,Exact
"1813 QUARRY RIDGE DR, Columbus, OH, 43232",1813,QUARRY RIDGE DR,,Columbus,OH,43232,39.9438498,-82.8409887,010-197119,520,TWO_FAMILY,auditor_parcel,,1980,4,4,220000.00,3528.76,137000,08/03/2016,Y,Exact
"1832 LONSDALE RD, Columbus, OH, 43232",1832,LONSDALE RD,,Columbus,OH,43232,39.9399983,-82.851138,010-127853,510,SINGLE_FAMILY,auditor_parcel,Y,1961,2,1,134700.00,1676.24,0,07/08/2025,Y,Exact
"5817 RIVERTON RD, Columbus, OH, 43232",5817,RIVERTON RD,,Columbus,OH,43232,39.9483783,-82.8407519,010-144150,510,SINGLE_FAMILY,auditor_parcel,,1966,4,2,234900.00,3690,0,05/30/2023,Y,Exact
"2973 FENWOOD DR, Columbus, OH, 43232",2973,FENWOOD DR,,Columbus,OH,43232,39.9198121,-82.8392564,010-233635,510,SINGLE_FAMILY,auditor_parcel,,1996,3,1,204800.00,3217.4,115915,11/06/1996,Y,Exact
"2955 BLUE TOP DR, Columbus, OH, 43232",2955,BLUE TOP DR,,Columbus,OH,43232,39.9200322,-82.8381593,010-231958,510,SINGLE_FAMILY,auditor_parcel,,1996,3,2,211400.00,3321.08,250000,04/21/2022,Y,Exact
"2786 GLENBRIAR ST, Columbus, OH, 43232",2786,GLENBRIAR ST,,Columbus,OH,43232,39.9218064,-82.8482045,010-159974,510,SINGLE_FAMILY,auditor_parcel,,1972,3,1,167500.00,2631.28,79900,01/25/2013,Y,Exact
"1375 WALSHIRE DR N, Columbus, OH, 43232",1375,WALSHIRE DR N,,Columbus,OH,43232,39.9490218,-82.8483373,010-139072,510,SINGLE_FAMILY,auditor_parcel,,1964,4,3,244700.00,3843.92,174900,10/11/2018,Y,Exact
"1486 KNOLLWOOD DR E, Columbus, OH, 43232",1486,KNOLLWOOD DR E,,Columbus,OH,43232,39.9467801,-82.8479587,010-139094,510,SINGLE_FAMILY,auditor_parcel,,1966,4,2,256300.00,4026.14,0,07/21/2023,Y,Exact
"3113 EASTHAVEN DR S, Columbus, OH, 43232",3113,EASTHAVEN DR S,,Columbus,OH,43232,39.9246332,-82.9095875,010-162938,550,APARTMENT_4PLUS,auditor_parcel,,1973,2,1,62600.00,983.32,0,10/03/2019,Y,Exact
"2111 SEAFORTH PL, Columbus, OH, 43232",2111,SEAFORTH PL,,Columbus,OH,43232,39.9281593,-82.9092458,010-138372,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,157000.00,2466.58,91900,12/19/2006,Y,Exact
"4800 CARBONDALE DR, Columbus, OH, 43232",4800,CARBONDALE DR,,Columbus,OH,43232,39.9245024,-82.8634963,010-133209,510,SINGLE_FAMILY,auditor_parcel,Y,1965,3,1,180000.00,2388.02,65500,05/29/1991,Y,Exact
"1445 MCNAUGHTEN RD, Columbus, OH, 43232",1445,MCNAUGHTEN RD,,Columbus,OH,43232,39.9494098,-82.839201,010-144133,510,SINGLE_FAMILY,auditor_parcel,,1972,3,2,175900.00,2763.22,106000,03/31/2003,Y,Exact
"4845 DOWNING DR, Columbus, OH, 43232",4845,DOWNING DR,,Columbus,OH,43232,39.9226565,-82.8621068,010-133221,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,195700.00,3139.24,40000,04/02/2021,Y,Exact
"2191 NOE-BIXBY RD, Columbus, OH, 43232",2191,NOE-BIXBY RD,,Columbus,OH,43232,39.9320839,-82.8628477,010-161578,550,APARTMENT_4PLUS,auditor_parcel,Y,1973,3,1,94400.00,1043,130000,08/02/2024,Y,Exact
"2080 NOE-BIXBY RD, Columbus, OH, 43232",2080,NOE-BIXBY RD,,Columbus,OH,43232,39.9356932,-82.8615853,010-129714,511,SINGLE_FAMILY,auditor_parcel,,1955,3,2,228700.00,3668.54,0,01/05/2017,Y,Exact
"5386 BLEAKER AVE, Columbus, OH, 43232",5386,BLEAKER AVE,,Columbus,OH,43232,39.9185961,-82.8458033,010-169479,510,SINGLE_FAMILY,auditor_parcel,,1979,3,1,177100.00,2782.08,91500,03/04/2015,Y,Exact
"3264 PAYDAY LN, Columbus, OH, 43232",3264,PAYDAY LN,,Columbus,OH,43232,39.9111479,-82.8446868,010-264946,510,SINGLE_FAMILY,auditor_parcel,,2005,3,2,289100.00,4541.34,162700,03/06/2006,Y,Exact
"2956 FOX CHAPLE DR, Columbus, OH, 43232",2956,FOX CHAPLE DR,,Columbus,OH,43232,39.9188946,-82.8441933,010-169490,510,SINGLE_FAMILY,auditor_parcel,,1981,4,2,164100.00,2577.86,87000,03/01/2001,Y,Exact
"1832 BAIRSFORD DR, Columbus, OH, 43232",1832,BAIRSFORD DR,,Columbus,OH,43232,39.9406622,-82.8448286,010-148347,520,TWO_FAMILY,auditor_parcel,,1986,4,3,220300.00,3533.8,145000,08/18/2003,Y,Exact
"1477 YORKTOWN RD, Columbus, OH, 43232",1477,YORKTOWN RD,,Columbus,OH,43232,39.9476838,-82.8496432,010-127186,510,SINGLE_FAMILY,auditor_parcel,,1963,4,2,311100.00,4990.22,0,07/23/2010,Y,Exact
"5305 LINDORA DR, Columbus, OH, 43232",5305,LINDORA DR,,Columbus,OH,43232,39.9224274,-82.8489029,010-159964,510,SINGLE_FAMILY,auditor_parcel,Y,1974,4,2,195400.00,2629.94,0,10/09/2007,Y,Exact
"3100 SAXON CT, Columbus, OH, 43232",3100,SAXON CT,,Columbus,OH,43232,39.9121411,-82.9131335,530-148836,510,SINGLE_FAMILY,auditor_parcel,,1962,3,1,179000.00,2656.94,0,03/10/2015,Y,Exact
"1392 WALSHIRE DR N, Columbus, OH, 43232",1392,WALSHIRE DR N,,Columbus,OH,43232,39.9487355,-82.8476867,010-139087,510,SINGLE_FAMILY,auditor_parcel,,1964,4,2,223400.00,3509.12,126500,10/09/2015,Y,Exact
"2839 HAMPTON RD S, Columbus, OH, 43232",2839,HAMPTON RD S,,Columbus,OH,43232,39.913297,-82.912299,530-148762,510,SINGLE_FAMILY,auditor_parcel,,1960,3,1,191700.00,2912.3,0,01/24/2020,Y,Exact
"3106 FALCON BRIDGE DR, Columbus, OH, 43232",3106,FALCON BRIDGE DR,,Columbus,OH,43232,39.9153399,-82.8468459,010-204889,510,SINGLE_FAMILY,auditor_parcel,,1987,3,1,175300.00,2753.8,215000,08/05/2022,Y,Exact
"2664 MELLOWBROOK ST, Columbus, OH, 43232",2664,MELLOWBROOK ST,,Columbus,OH,43232,39.9245233,-82.846874,010-162667,510,SINGLE_FAMILY,auditor_parcel,,1974,3,1,176500.00,2831.26,0,03/01/2012,Y,Exact
"5578 TEMPLAR ST, Columbus, OH, 43232",5578,TEMPLAR ST,,Columbus,OH,43232,39.9143286,-82.8458854,010-259298,510,SINGLE_FAMILY,auditor_parcel,,2003,4,2,249400.00,3917.98,298000,06/12/2024,Y,Exact
"3152 THORNDYKE ST, Columbus, OH, 43232",3152,THORNDYKE ST,,Columbus,OH,43232,39.9145488,-82.8458351,010-259299,510,SINGLE_FAMILY,auditor_parcel,,2004,3,2,255900.00,4104.82,160000,03/29/2018,Y,Exact
"5392 CHAUMONTE AVE, Columbus, OH, 43232",5392,CHAUMONTE AVE,,Columbus,OH,43232,39.9177418,-82.8454389,010-217405,510,SINGLE_FAMILY,auditor_parcel,,1991,3,1,212400.00,3407.32,0,08/23/2023,Y,Exact
"1975 BIRKDALE DR, Columbus, OH, 43232",1975,BIRKDALE DR,,Columbus,OH,43232,39.937644,-82.8452098,010-139401,510,SINGLE_FAMILY,auditor_parcel,,1965,4,2,234500.00,3683.72,0,03/22/1965,Y,Exact
"3161 LAKE PARK DR, Columbus, OH, 43232",3161,LAKE PARK DR,,Columbus,OH,43232,39.9105292,-82.9116801,530-150871,510,SINGLE_FAMILY,auditor_parcel,Y,1972,3,2,185600.00,2338.9,0,09/13/1977,Y,Exact
"5571 HARDWICK DR, Columbus, OH, 43232",5571,HARDWICK DR,,Columbus,OH,43232,39.9400904,-82.8455792,010-148344,520,TWO_FAMILY,auditor_parcel,,1968,4,2,245900.00,3944.42,0,09/15/2017,Y,Exact
"5574 CHATFORD DR, Columbus, OH, 43232",5574,CHATFORD DR,,Columbus,OH,43232,39.934783,-82.8441314,010-144758,520,TWO_FAMILY,auditor_parcel,,1971,6,2,248000.00,3978.34,280000,12/13/2022,Y,Exact
"1814 BAIRSFORD DR, Columbus, OH, 43232",1814,BAIRSFORD DR,,Columbus,OH,43232,39.9411133,-82.8442537,010-148350,520,TWO_FAMILY,auditor_parcel,,1968,4,2,234700.00,3725.78,140000,06/07/2017,Y,Exact
"2907 LAKE PARK DR, Columbus, OH, 43232",2907,LAKE PARK DR,,Columbus,OH,43232,39.911605,-82.9149127,530-148845,510,SINGLE_FAMILY,auditor_parcel,,1961,4,2,221600.00,3288.7,100000,08/07/2019,Y,Exact
"2903 AMBER CT, Columbus, OH, 43232",2903,AMBER CT,,Columbus,OH,43232,39.9258055,-82.9154656,010-138286,510,SINGLE_FAMILY,auditor_parcel,,1967,4,1,196900.00,3158.48,28811000,01/09/2024,Y,Exact
"2904 RAVENSWOOD CT, Columbus, OH, 43232",2904,RAVENSWOOD CT,,Columbus,OH,43232,39.9253944,-82.9153195,010-138291,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,207100.00,3253.3,218500,04/29/2022,Y,Exact
"5765 GLASTON PL, Columbus, OH, 43232",5765,GLASTON PL,,Columbus,OH,43232,39.9492575,-82.8423534,010-144179,510,SINGLE_FAMILY,auditor_parcel,,1965,4,2,171500.00,2694.12,135000,07/05/2018,Y,Exact
"5785 GLASTON PL, Columbus, OH, 43232",5785,GLASTON PL,,Columbus,OH,43232,39.9492205,-82.8418688,010-144177,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,155000.00,2486.64,0,04/04/2018,Y,Exact
"3188 KINGS REALM AVE, Columbus, OH, 43232",3188,KINGS REALM AVE,,Columbus,OH,43232,39.9149977,-82.8404701,010-253549,510,SINGLE_FAMILY,auditor_parcel,,2002,4,2,244600.00,3842.58,176215,06/25/2002,Y,Exact
"3042 WESSEX CT, Columbus, OH, 43232",3042,WESSEX CT,,Columbus,OH,43232,39.9129672,-82.9147319,530-148806,510,SINGLE_FAMILY,auditor_parcel,,1960,3,1,152600.00,2264.68,69950,08/16/1999,Y,Exact
"1646 CINDY CT, Columbus, OH, 43232",1646,CINDY CT,,Columbus,OH,43232,39.9453572,-82.8407934,010-183112,550,APARTMENT_4PLUS,auditor_parcel,,1972,3,1,99300.00,1560.02,78500,04/05/2004,Y,Exact
"3147 LEGION LN, Columbus, OH, 43232",3147,LEGION LN,,Columbus,OH,43232,39.9162798,-82.8398527,010-253525,510,SINGLE_FAMILY,auditor_parcel,,2001,2,2,178500.00,2804.06,185000,01/12/2023,Y,Exact
"2981 FENWOOD DR, Columbus, OH, 43232",2981,FENWOOD DR,,Columbus,OH,43232,39.9196721,-82.8392628,010-233636,510,SINGLE_FAMILY,auditor_parcel,Y,1996,4,2,234700.00,3247.02,138000,06/16/2005,Y,Exact
"5847 RIVERTON RD, Columbus, OH, 43232",5847,RIVERTON RD,,Columbus,OH,43232,39.949459,-82.8398792,010-144141,510,SINGLE_FAMILY,auditor_parcel,,1966,3,2,215300.00,3382.1,272000,11/20/2023,Y,Exact
"3028 EASTHAVEN DR S, Columbus, OH, 43232",3028,EASTHAVEN DR S,,Columbus,OH,43232,39.9252087,-82.9118954,010-138222,510,SINGLE_FAMILY,auditor_parcel,,1969,3,2,234900.00,3768,0,10/03/2024,Y,Exact
"5868 MORRISSEY ST, Columbus, OH, 43232",5868,MORRISSEY ST,,Columbus,OH,43232,39.9140333,-82.8388988,530-286107,551,APARTMENT,auditor_parcel,,2007,3,2,200600.00,3047.3,187500,08/20/2020,Y,Exact
"2961 SAND DOLLAR DR, Columbus, OH, 43232",2961,SAND DOLLAR DR,,Columbus,OH,43232,39.9198346,-82.8371601,010-231934,510,SINGLE_FAMILY,auditor_parcel,,1996,3,3,284500.00,4469.1,129000,06/07/2016,Y,Exact
"2058 WADSWORTH DR, Columbus, OH, 43232",2058,WADSWORTH DR,,Columbus,OH,43232,39.9291054,-82.910755,010-137252,510,SINGLE_FAMILY,auditor_parcel,,1963,4,1,100000.00,1603.98,31500,06/07/2012,Y,Exact
"4841 BROMSGROVE CT, Columbus, OH, 43232",4841,BROMSGROVE CT,,Columbus,OH,43232,39.9195734,-82.8630427,530-139755,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,190800.00,2832.04,79900,03/20/1996,Y,Exact
"3004 HINSEL DR, Columbus, OH, 43232",3004,HINSEL DR,,Columbus,OH,43232,39.9190676,-82.8356269,010-231884,510,SINGLE_FAMILY,auditor_parcel,,1995,3,2,223900.00,3517.22,163000,11/24/2020,Y,Exact
"2794 CRYODON BLVD W, Columbus, OH, 43232",2794,CRYODON BLVD W,,Columbus,OH,43232,39.9196013,-82.8620196,530-139812,510,SINGLE_FAMILY,auditor_parcel,,1969,3,2,205200.00,3045.74,165000,01/07/2021,Y,Exact
"2536 LIPTON RD, Columbus, OH, 43232",2536,LIPTON RD,,Columbus,OH,43232,39.9248685,-82.8623109,010-133176,510,SINGLE_FAMILY,auditor_parcel,Y,1965,3,1,180200.00,2391.18,0,04/10/2003,Y,Exact
"4870 DOWNING DR, Columbus, OH, 43232",4870,DOWNING DR,,Columbus,OH,43232,39.9229366,-82.861167,010-133104,510,SINGLE_FAMILY,auditor_parcel,,1963,2,1,144100.00,2311.56,38500,02/07/2017,Y,Exact
"4890 BOTSFORD DR, Columbus, OH, 43232",4890,BOTSFORD DR,,Columbus,OH,43232,39.927802,-82.8617806,010-132879,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,206300.00,3240.76,0,07/08/2019,Y,Exact
"4894 KRESGE DR, Columbus, OH, 43232",4894,KRESGE DR,,Columbus,OH,43232,39.9237179,-82.8606256,010-133146,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,204000.00,2764.58,0,06/26/1964,Y,Exact
"1492 MANOR DR, Columbus, OH, 43232",1492,MANOR DR,,Columbus,OH,43232,39.9488243,-82.8331668,550-156174,510,SINGLE_FAMILY,auditor_parcel,Y,1990,3,1,167400.00,1987.46,91000,10/28/2004,Y,Exact
"2251 GLENBROOK DR, Columbus, OH, 43232",2251,GLENBROOK DR,,Columbus,OH,43232,39.9256208,-82.9063061,010-255348,510,SINGLE_FAMILY,auditor_parcel,,2001,3,2,216500.00,3400.94,0,01/22/2008,Y,Exact
"2157 GLENBROOK DR, Columbus, OH, 43232",2157,GLENBROOK DR,,Columbus,OH,43232,39.9275578,-82.9061793,010-138433,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,159800.00,2563.62,124000,02/10/2022,Y,Exact
"3472 MARLIN DR, Columbus, OH, 43232",3472,MARLIN DR,,Columbus,OH,43232,39.9206502,-82.903989,010-172643,510,SINGLE_FAMILY,auditor_parcel,,1979,4,2,210400.00,3304.92,88000,02/19/2008,Y,Exact
"3317 KENASTON DR, Columbus, OH, 43232",3317,KENASTON DR,,Columbus,OH,43232,39.9243673,-82.9039571,010-149529,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,123000.00,1973.36,0,04/20/2021,Y,Exact
"4944 COMSTOCK DR, Columbus, OH, 43232",4944,COMSTOCK DR,,Columbus,OH,43232,39.9275788,-82.860264,010-132915,510,SINGLE_FAMILY,auditor_parcel,,1965,4,1,200800.00,3154.58,101000,08/23/2011,Y,Exact
"4914 REFUGEE RD, Columbus, OH, 43232",4914,REFUGEE RD,,Columbus,OH,43232,39.9220269,-82.8597326,010-133252,510,SINGLE_FAMILY,auditor_parcel,,1970,4,1,228900.00,3595.76,150000,08/27/2019,Y,Exact
"4954 KEELSON DR, Columbus, OH, 43232",4954,KEELSON DR,,Columbus,OH,43232,39.9268308,-82.8598002,010-132980,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,181700.00,2914.66,0,07/07/2020,Y,Exact
"3033 STONEBLUFF DR, Columbus, OH, 43232",3033,STONEBLUFF DR,,Columbus,OH,43232,39.9115881,-82.9032127,530-229913,510,SINGLE_FAMILY,auditor_parcel,,1995,3,2,217000.00,3220.44,123900,06/19/2007,Y,Exact
"3030 STONEBLUFF DR, Columbus, OH, 43232",3030,STONEBLUFF DR,,Columbus,OH,43232,39.9117202,-82.9027242,530-229918,510,SINGLE_FAMILY,auditor_parcel,Y,1996,3,2,216400.00,2795.98,128500,04/26/2016,Y,Exact
"2825 FAREHAM CT, Columbus, OH, 43232",2825,FAREHAM CT,,Columbus,OH,43232,39.9195655,-82.8584791,530-139932,510,SINGLE_FAMILY,auditor_parcel,,1966,3,1,120500.00,1830.72,0,08/20/2019,Y,Exact
"2653 MAYWOOD RD, Columbus, OH, 43232",2653,MAYWOOD RD,,Columbus,OH,43232,39.9232566,-82.8588689,010-133091,510,SINGLE_FAMILY,auditor_parcel,,1966,4,1,197100.00,3096.22,0,07/12/2021,Y,Exact
"5077 BRINWOOD PL, Columbus, OH, 43232",5077,BRINWOOD PL,,Columbus,OH,43232,39.9392204,-82.8587338,010-127366,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,137100.00,2199.28,67672,05/13/2019,Y,Exact
"5095 BOTSFORD DR, Columbus, OH, 43232",5095,BOTSFORD DR,,Columbus,OH,43232,39.9295854,-82.8567122,010-135997,510,SINGLE_FAMILY,auditor_parcel,,1966,3,1,165600.00,2656.66,55000,08/11/2014,Y,Exact
"5113 MAPLERIDGE DR, Columbus, OH, 43232",5113,MAPLERIDGE DR,,Columbus,OH,43232,39.9364557,-82.8570292,010-127390,510,SINGLE_FAMILY,auditor_parcel,,1960,3,1,142800.00,2243.54,0,10/28/2015,Y,Exact
"3858 SOLDIER ST, Columbus, OH, 43232",3858,SOLDIER ST,,Columbus,OH,43232,39.9154911,-82.8953708,530-272750,510,SINGLE_FAMILY,auditor_parcel,,2011,3,1,187800.00,2787.52,189000,01/18/2023,Y,Exact
"3817 CHARBONNETT CT, Columbus, OH, 43232",3817,CHARBONNETT CT,,Columbus,OH,43232,39.9212638,-82.8946941,010-161547,551,APARTMENT,auditor_parcel,,1972,2,1,75000.00,1202.98,16000,11/04/2015,Y,Exact
"2473 NASSAU DR, Columbus, OH, 43232",2473,NASSAU DR,,Columbus,OH,43232,39.9222163,-82.8939116,010-155608,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,65800.00,1055.42,51000,03/12/2024,Y,Exact
"5207 BAGLEY RD, Columbus, OH, 43232",5207,BAGLEY RD,,Columbus,OH,43232,39.9426064,-82.8556485,010-130986,510,SINGLE_FAMILY,auditor_parcel,,1963,4,2,225400.00,3540.98,93000,08/29/2012,Y,Exact
"2465 BURGANDY LN, Columbus, OH, 43232",2465,BURGANDY LN,,Columbus,OH,43232,39.9223671,-82.8930998,010-163765,550,APARTMENT_4PLUS,auditor_parcel,Y,1972,2,1,64800.00,578.04,34900,09/27/1991,Y,Exact
"3774 PETZINGER RD, Columbus, OH, 43232",3774,PETZINGER RD,,Columbus,OH,43232,39.9273079,-82.8924417,010-182207,520,TWO_FAMILY,auditor_parcel,,1979,5,2,129000.00,2069.6,0,09/07/1984,Y,Exact
"3559 WINCHESTER BEND DR, Columbus, OH, 43232",3559,WINCHESTER BEND DR,,Columbus,OH,43232,39.9009216,-82.891415,530-308945,553,APARTMENT,auditor_parcel,,2011,2,2,101400.00,1540.36,0,12/02/2022,Y,Exact
"2526 BURGANDY LN, Columbus, OH, 43232",2526,BURGANDY LN,,Columbus,OH,43232,39.9217231,-82.8914271,010-164945,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,65800.00,1055.42,150000,06/16/2021,Y,Exact
"5197 HACKET DR, Columbus, OH, 43232",5197,HACKET DR,,Columbus,OH,43232,39.9282082,-82.853685,010-136062,510,SINGLE_FAMILY,auditor_parcel,Y,1968,4,2,211800.00,2447.72,132000,09/15/2017,Y,Exact
"5269 BAGLEY RD, Columbus, OH, 43232",5269,BAGLEY RD,,Columbus,OH,43232,39.9425452,-82.8540932,010-130973,510,SINGLE_FAMILY,auditor_parcel,,1963,3,2,175600.00,2758.3,239900,09/30/2022,Y,Exact
"5564 DEFOREST DR, Columbus, OH, 43232",5564,DEFOREST DR,,Columbus,OH,43232,39.9081127,-82.8520429,010-246354,510,SINGLE_FAMILY,auditor_parcel,,2001,4,2,274900.00,4318.3,283000,09/28/2023,Y,Exact
"2476 BURGANDY LN, Columbus, OH, 43232",2476,BURGANDY LN,,Columbus,OH,43232,39.9225482,-82.891798,010-164955,550,APARTMENT_4PLUS,auditor_parcel,,1972,3,1,82100.00,1289.84,44900,08/18/1992,Y,Exact
"2615 DENMARK RD, Columbus, OH, 43232",2615,DENMARK RD,,Columbus,OH,43232,39.9252296,-82.8519013,010-136106,510,SINGLE_FAMILY,auditor_parcel,,1968,4,1,203500.00,3196.76,0,09/08/1987,Y,Exact
"2560 DENMARK RD, Columbus, OH, 43232",2560,DENMARK RD,,Columbus,OH,43232,39.926423,-82.851237,010-136047,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,185100.00,2907.76,172500,05/25/2021,Y,Exact
"5451 ARGO LN, Columbus, OH, 43232",5451,ARGO LN,,Columbus,OH,43232,39.9141463,-82.8503123,010-161404,510,SINGLE_FAMILY,auditor_parcel,,1972,3,2,198000.00,3110.58,111000,06/20/2017,Y,Exact
"2696 MAYWOOD RD, Columbus, OH, 43232",2696,MAYWOOD RD,,Columbus,OH,43232,39.9222482,-82.8582897,010-133245,510,SINGLE_FAMILY,auditor_parcel,,1964,5,2,215600.00,3387.04,112000,03/24/2010,Y,Exact
"1905 WOODCREST RD, Columbus, OH, 43232",1905,WOODCREST RD,,Columbus,OH,43232,39.9377926,-82.858812,010-127375,510,SINGLE_FAMILY,auditor_parcel,,1961,3,2,208900.00,3281.6,192500,08/10/2022,Y,Exact
"2564 WEYBURN RD, Columbus, OH, 43232",2564,WEYBURN RD,,Columbus,OH,43232,39.9204697,-82.9029754,010-170076,510,SINGLE_FAMILY,auditor_parcel,,1977,3,1,151200.00,2375.46,175000,12/19/2024,Y,Exact
"2528 WEYBURN RD, Columbus, OH, 43232",2528,WEYBURN RD,,Columbus,OH,43232,39.921354,-82.9028879,010-170071,510,SINGLE_FAMILY,auditor_parcel,,1977,4,2,184600.00,2899.66,130000,11/04/2005,Y,Exact
"3052 REMINGTON RIDGE RD, Columbus, OH, 43232",3052,REMINGTON RIDGE RD,,Columbus,OH,43232,39.9110678,-82.9018551,530-229943,510,SINGLE_FAMILY,auditor_parcel,,1996,3,2,178000.00,2641.66,118000,07/16/2002,Y,Exact
"5068 REFUGEE RD, Columbus, OH, 43232",5068,REFUGEE RD,,Columbus,OH,43232,39.92176,-82.8554278,010-136296,510,SINGLE_FAMILY,auditor_parcel,Y,1971,2,1,177700.00,2351.68,0,10/27/2011,Y,Exact
"5244 BAGLEY RD, Columbus, OH, 43232",5244,BAGLEY RD,,Columbus,OH,43232,39.9431636,-82.8547419,010-130979,510,SINGLE_FAMILY,auditor_parcel,Y,1963,3,2,178000.00,2356.6,63000,11/14/1989,Y,Exact
"5233 JAMESON DR, Columbus, OH, 43232",5233,JAMESON DR,,Columbus,OH,43232,39.9266365,-82.8523542,010-136097,510,SINGLE_FAMILY,auditor_parcel,,1967,3,2,184300.00,2956.38,250000,07/15/2024,Y,Exact
"1582 NOE-BIXBY RD, Columbus, OH, 43232",1582,NOE-BIXBY RD,,Columbus,OH,43232,39.9450297,-82.85315,010-145287,550,APARTMENT_4PLUS,auditor_parcel,,1965,2,1,81400.00,1279.06,45000,09/13/2017,Y,Exact
"3697 WYNDS DR, Columbus, OH, 43232",3697,WYNDS DR,,Columbus,OH,43232,39.9259256,-82.8953874,010-172934,510,SINGLE_FAMILY,auditor_parcel,,1978,3,1,158000.00,2482.26,99900,02/12/2003,Y,Exact
"2747 BROWNFIELD RD, Columbus, OH, 43232",2747,BROWNFIELD RD,,Columbus,OH,43232,39.9222843,-82.8517795,010-144249,510,SINGLE_FAMILY,auditor_parcel,,1969,4,1,191200.00,3066.82,0,12/19/2014,Y,Exact
"3203 RETRIEVER RD, Columbus, OH, 43232",3203,RETRIEVER RD,,Columbus,OH,43232,39.9120511,-82.8505548,010-239773,510,SINGLE_FAMILY,auditor_parcel,,2000,3,2,217800.00,3421.62,240000,01/15/2025,Y,Exact
"2667 BROWNFIELD RD, Columbus, OH, 43232",2667,BROWNFIELD RD,,Columbus,OH,43232,39.9240109,-82.8509253,010-144280,510,SINGLE_FAMILY,auditor_parcel,Y,1966,3,2,203600.00,2758.72,0,05/10/1976,Y,Exact
"2567 BROWNFIELD RD, Columbus, OH, 43232",2567,BROWNFIELD RD,,Columbus,OH,43232,39.926052,-82.8504614,010-144294,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,205800.00,3233.12,140000,03/31/2020,Y,Exact
"1445 LONSDALE RD, Columbus, OH, 43232",1445,LONSDALE RD,,Columbus,OH,43232,39.9482297,-82.8507017,010-127205,510,SINGLE_FAMILY,auditor_parcel,,1964,3,2,243000.00,3817.02,245000,03/09/2022,Y,Exact
"3736 WYNDS DR, Columbus, OH, 43232",3736,WYNDS DR,,Columbus,OH,43232,39.9257913,-82.8944988,010-172973,510,SINGLE_FAMILY,auditor_parcel,,1977,3,1,145000.00,2325.78,0,10/12/2021,Y,Exact
"2495 BURGANDY LN, Columbus, OH, 43232",2495,BURGANDY LN,,Columbus,OH,43232,39.9221367,-82.892033,010-164918,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,75000.00,1178.08,48000,11/01/2000,Y,Exact
"2310 TEMPEST DR, Columbus, OH, 43232",2310,TEMPEST DR,,Columbus,OH,43232,39.9258881,-82.8926559,010-172952,510,SINGLE_FAMILY,auditor_parcel,,1979,3,1,146100.00,2343.66,255000,03/29/2024,Y,Exact
