address,number,street,unit,city,state,zip,latitude,longitude,final_classification,existence_source,residential_source,census_matched_address
"1813 BAIRSFORD DR 1J, Columbus, OH, 43232",1813,BAIRSFORD DR,1J,Columbus,OH,43232,39.9409998,-82.8457815,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5567 CHATFORD DR B, Columbus, OH, 43232",5567,CHATFORD DR,B,Columbus,OH,43232,39.934394,-82.8442747,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5567 CHATFORD DR A, Columbus, OH, 43232",5567,CHATFORD DR,A,Columbus,OH,43232,39.9344289,-82.8442699,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1754 SUNAPPLE WAY, Columbus, OH, 43232",1754,SUNAPPLE WAY,,Columbus,OH,43232,39.9446336,-82.8432258,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1711 SUNAPPLE WAY, Columbus, OH, 43232",1711,SUNAPPLE WAY,,Columbus,OH,43232,39.9457259,-82.8433275,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1713 SUNAPPLE WAY, Columbus, OH, 43232",1713,SUNAPPLE WAY,,Columbus,OH,43232,39.9457235,-82.8432205,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"5728 SARANAC DR, Columbus, OH, 43232",5728,SARANAC DR,,Columbus,OH,43232,39.9413822,-82.841744,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"726 LITTLE BROOK WAY, Columbus, OH, 43232",726,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5776 SARANAC DR, Columbus, OH, 43232",5776,SARANAC DR,,Columbus,OH,43232,39.9415463,-82.8400401,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"5865 MORRISSEY ST, Columbus, OH, 43232",5865,MORRISSEY ST,,Columbus,OH,43232,39.9137761,-82.8390166,RESIDENTIAL,census_geocoder,auditor_street (22/22 dwelling),Exact
"5896 CHATFORD DR, Columbus, OH, 43232",5896,CHATFORD DR,,Columbus,OH,43232,39.9340723,-82.8348827,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1950 FOUNTAINVIEW CT E, Columbus, OH, 43232",1950,FOUNTAINVIEW CT,E,Columbus,OH,43232,39.9395382,-82.8338829,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1727 SUNAPPLE WAY, Columbus, OH, 43232",1727,SUNAPPLE WAY,,Columbus,OH,43232,39.945174,-82.8433747,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"3011 PETZINGER RD, Columbus, OH, 43232",3011,PETZINGER RD,,Columbus,OH,43232,39.9295028,-82.9130703,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"784 LITTLE BROOK WAY, Columbus, OH, 43232",784,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5970 LITTLE BROOK WAY, Columbus, OH, 43232",5970,LITTLE BROOK WAY,,Columbus,OH,43232,39.9446387,-82.8399829,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"1854 MISTY WAY, Columbus, OH, 43232",1854,MISTY WAY,,Columbus,OH,43232,39.9434034,-82.8386261,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"5834 CHATFORD DR A, Columbus, OH, 43232",5834,CHATFORD DR,A,Columbus,OH,43232,39.9342548,-82.8371708,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5880 CHATFORD DR A, Columbus, OH, 43232",5880,CHATFORD DR,A,Columbus,OH,43232,39.9341661,-82.8356538,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5896 CHATFORD DR B, Columbus, OH, 43232",5896,CHATFORD DR,B,Columbus,OH,43232,39.9341431,-82.8349171,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"2986 REMINGTON RIDGE RD, Columbus, OH, 43232",2986,REMINGTON RIDGE RD,,Columbus,OH,43232,39.9126669,-82.9016504,RESIDENTIAL,census_geocoder,auditor_street (51/51 dwelling),Exact
"2489 COURTRIGHT RD, Columbus, OH, 43232",2489,COURTRIGHT RD,,Columbus,OH,43232,39.9217267,-82.8978243,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1622 NOE-BIXBY RD A, Columbus, OH, 43232",1622,NOE-BIXBY RD,A,Columbus,OH,43232,39.9442326,-82.8532721,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"1581 LONSDALE RD, Columbus, OH, 43232",1581,LONSDALE RD,,Columbus,OH,43232,39.9455131,-82.8499229,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"2023 BAIRSFORD DR 2H, Columbus, OH, 43232",2023,BAIRSFORD DR,2H,Columbus,OH,43232,39.9365601,-82.8467284,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1813 BAIRSFORD DR 2C, Columbus, OH, 43232",1813,BAIRSFORD DR,2C,Columbus,OH,43232,39.9408663,-82.8454055,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5936 ABERNATHY LN, Columbus, OH, 43232",5936,ABERNATHY LN,,Columbus,OH,43232,39.9147836,-82.8371035,RESIDENTIAL,census_geocoder,auditor_street (18/18 dwelling),Exact
"1984 FOUNTAINVIEW CT E, Columbus, OH, 43232",1984,FOUNTAINVIEW CT,E,Columbus,OH,43232,39.9392561,-82.8348289,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1889 FOUNTAINVIEW CT, Columbus, OH, 43232",1889,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9404652,-82.8350918,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"3268 MERIDIAN RD, Columbus, OH, 43232",3268,MERIDIAN RD,,Columbus,OH,43232,39.9264598,-82.9055678,RESIDENTIAL,census_geocoder,auditor_street (22/24 dwelling),Exact
"2580 NOE-BIXBY RD A, Columbus, OH, 43232",2580,NOE-BIXBY RD,A,Columbus,OH,43232,39.9236378,-82.8640044,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"1862 NOE-BIXBY RD, Columbus, OH, 43232",1862,NOE-BIXBY RD,,Columbus,OH,43232,39.938561,-82.8615216,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3780 WESTPOINT DR UNIT 4, Columbus, OH, 43232",3780,WESTPOINT DR,UNIT 4,Columbus,OH,43232,39.9193317,-82.8946761,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1610 NOE-BIXBY RD C, Columbus, OH, 43232",1610,NOE-BIXBY RD,C,Columbus,OH,43232,39.9444299,-82.8532625,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"2709 NATALIA DR, Columbus, OH, 43232",2709,NATALIA DR,,Columbus,OH,43232,39.9179648,-82.8885861,RESIDENTIAL,census_geocoder,auditor_street (20/20 dwelling),Exact
"1734 LONSDALE RD, Columbus, OH, 43232",1734,LONSDALE RD,,Columbus,OH,43232,39.9422169,-82.8500686,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"1917 BAIRSFORD DR, Columbus, OH, 43232",1917,BAIRSFORD DR,,Columbus,OH,43232,39.9389645,-82.8469599,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5523 CHATFORD DR, Columbus, OH, 43232",5523,CHATFORD DR,,Columbus,OH,43232,39.9351621,-82.8457084,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5529 CHATFORD DR, Columbus, OH, 43232",5529,CHATFORD DR,,Columbus,OH,43232,39.9350771,-82.8456028,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1747 SUNAPPLE WAY, Columbus, OH, 43232",1747,SUNAPPLE WAY,,Columbus,OH,43232,39.9449507,-82.8436982,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1808 MISTY WAY, Columbus, OH, 43232",1808,MISTY WAY,,Columbus,OH,43232,39.9437875,-82.8384628,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"1869 BAIRSFORD DR, Columbus, OH, 43232",1869,BAIRSFORD DR,,Columbus,OH,43232,39.9398336,-82.8464228,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"2847 RAPHAEL DR CATV, Columbus, OH, 43232",2847,RAPHAEL DR,CATV,Columbus,OH,43232,39.9205123,-82.8448538,RESIDENTIAL,census_geocoder,auditor_street (49/49 dwelling),Non_Exact
"1811 BAIRSFORD DR 1I, Columbus, OH, 43232",1811,BAIRSFORD DR,1I,Columbus,OH,43232,39.9411685,-82.8454425,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1757 SUNAPPLE WAY, Columbus, OH, 43232",1757,SUNAPPLE WAY,,Columbus,OH,43232,39.9446816,-82.843704,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1766 SUNAPPLE WAY, Columbus, OH, 43232",1766,SUNAPPLE WAY,,Columbus,OH,43232,39.9443806,-82.8433673,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1728 SUNAPPLE WAY, Columbus, OH, 43232",1728,SUNAPPLE WAY,,Columbus,OH,43232,39.9453213,-82.8427371,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"884 LITTLE BROOK WAY, Columbus, OH, 43232",884,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1833 MISTY WAY, Columbus, OH, 43232",1833,MISTY WAY,,Columbus,OH,43232,39.9432891,-82.839239,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"1816 MISTY WAY, Columbus, OH, 43232",1816,MISTY WAY,,Columbus,OH,43232,39.9436742,-82.8387261,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"5945 MORRISSEY ST, Columbus, OH, 43232",5945,MORRISSEY ST,,Columbus,OH,43232,39.9134236,-82.8365337,RESIDENTIAL,census_geocoder,auditor_street (22/22 dwelling),Exact
"1986 FOUNTAINVIEW CT D, Columbus, OH, 43232",1986,FOUNTAINVIEW CT,D,Columbus,OH,43232,39.939137,-82.8349403,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"2170 NOE-BIXBY RD, Columbus, OH, 43232",2170,NOE-BIXBY RD,,Columbus,OH,43232,39.9325427,-82.8619058,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"1819 NOE-BIXBY RD, Columbus, OH, 43232",1819,NOE-BIXBY RD,,Columbus,OH,43232,39.9398617,-82.8605305,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3517 PETZINGER RD, Columbus, OH, 43232",3517,PETZINGER RD,,Columbus,OH,43232,39.9269725,-82.8997837,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"3503 PETZINGER RD, Columbus, OH, 43232",3503,PETZINGER RD,,Columbus,OH,43232,39.9272748,-82.8995807,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"3724 WESTPOINT DR UNIT 1, Columbus, OH, 43232",3724,WESTPOINT DR,UNIT 1,Columbus,OH,43232,39.918756,-82.8962242,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"2703 NATALIA DR, Columbus, OH, 43232",2703,NATALIA DR,,Columbus,OH,43232,39.9181179,-82.8885717,RESIDENTIAL,census_geocoder,auditor_street (20/20 dwelling),Exact
"5791 LUCINDA CT, Columbus, OH, 43232",5791,LUCINDA CT,,Columbus,OH,43232,39.9465666,-82.8431106,RESIDENTIAL,census_geocoder,auditor_street (19/19 dwelling),Exact
"1744 LONSDALE RD, Columbus, OH, 43232",1744,LONSDALE RD,,Columbus,OH,43232,39.9419667,-82.8501922,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"2023 BAIRSFORD DR, Columbus, OH, 43232",2023,BAIRSFORD DR,,Columbus,OH,43232,39.936652,-82.8466187,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1995 BAIRSFORD DR, Columbus, OH, 43232",1995,BAIRSFORD DR,,Columbus,OH,43232,39.9372454,-82.8469759,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1811 BAIRSFORD DR 2D, Columbus, OH, 43232",1811,BAIRSFORD DR,2D,Columbus,OH,43232,39.9411229,-82.8451683,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5900 CHATFORD DR B, Columbus, OH, 43232",5900,CHATFORD DR,B,Columbus,OH,43232,39.9341984,-82.8347312,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1772 BAIRSFORD DR, Columbus, OH, 43232",1772,BAIRSFORD DR,,Columbus,OH,43232,39.9420576,-82.8435662,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5084 KEELSON DR, Columbus, OH, 43232",5084,KEELSON DR,,Columbus,OH,43232,39.928077,-82.8574416,RESIDENTIAL,census_geocoder,auditor_street (41/41 dwelling),Exact
"5952 ABERNATHY LN, Columbus, OH, 43232",5952,ABERNATHY LN,,Columbus,OH,43232,39.9147654,-82.8367469,RESIDENTIAL,census_geocoder,auditor_street (18/18 dwelling),Exact
"5884 CHATFORD DR D, Columbus, OH, 43232",5884,CHATFORD DR,D,Columbus,OH,43232,39.9340561,-82.8353843,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5896 CHATFORD DR G, Columbus, OH, 43232",5896,CHATFORD DR,G,Columbus,OH,43232,39.934167,-82.8348569,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1904 FOUNTAINVIEW CT, Columbus, OH, 43232",1904,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9405801,-82.83429,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5559 DEFOREST DR, Columbus, OH, 43232",5559,DEFOREST DR,,Columbus,OH,43232,39.9077871,-82.8521921,RESIDENTIAL,census_geocoder,auditor_street (61/62 dwelling),Exact
"2360 NOE-BIXBY RD, Columbus, OH, 43232",2360,NOE-BIXBY RD,,Columbus,OH,43232,39.9283511,-82.8638684,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"1574 LONSDALE RD, Columbus, OH, 43232",1574,LONSDALE RD,,Columbus,OH,43232,39.9456052,-82.8492668,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"2330 NOE-BIXBY RD, Columbus, OH, 43232",2330,NOE-BIXBY RD,,Columbus,OH,43232,39.9291292,-82.8634135,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"2941 THORNELL WAY, Columbus, OH, 43232",2941,THORNELL WAY,,Columbus,OH,43232,39.9187438,-82.8475101,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"2023 BAIRSFORD DR 1G, Columbus, OH, 43232",2023,BAIRSFORD DR,1G,Columbus,OH,43232,39.9366762,-82.8468045,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1903 BAIRSFORD DR, Columbus, OH, 43232",1903,BAIRSFORD DR,,Columbus,OH,43232,39.9392772,-82.8466237,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1835 BAIRSFORD DR, Columbus, OH, 43232",1835,BAIRSFORD DR,,Columbus,OH,43232,39.9406637,-82.8462635,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1813 BAIRSFORD DR 1H, Columbus, OH, 43232",1813,BAIRSFORD DR,1H,Columbus,OH,43232,39.9409589,-82.8457356,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1809 BAIRSFORD DR, Columbus, OH, 43232",1809,BAIRSFORD DR,,Columbus,OH,43232,39.9412302,-82.8447317,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1764 BAIRSFORD DR, Columbus, OH, 43232",1764,BAIRSFORD DR,,Columbus,OH,43232,39.9423487,-82.8435427,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"4820 NIELES EDGE DR, Columbus, OH, 43232",4820,NIELES EDGE DR,,Columbus,OH,43232,39.9125564,-82.866653,RESIDENTIAL,census_geocoder,auditor_street (34/36 dwelling),Exact
"2608 NOE-BIXBY RD C, Columbus, OH, 43232",2608,NOE-BIXBY RD,C,Columbus,OH,43232,39.9230821,-82.8639347,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"1905 NOE-BIXBY RD, Columbus, OH, 43232",1905,NOE-BIXBY RD,,Columbus,OH,43232,39.9372887,-82.8634999,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"1991 FOUNTAINVIEW CT, Columbus, OH, 43232",1991,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9393184,-82.8358245,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"2007 FOUNTAINVIEW CT, Columbus, OH, 43232",2007,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9391047,-82.8356701,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1973 FOUNTAINVIEW CT, Columbus, OH, 43232",1973,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9397529,-82.8355699,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5916 CHATFORD DR A, Columbus, OH, 43232",5916,CHATFORD DR,A,Columbus,OH,43232,39.9338147,-82.8344469,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1883 FOUNTAINVIEW CT, Columbus, OH, 43232",1883,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9403579,-82.8351912,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1814 NOE-BIXBY RD UNIT B, Columbus, OH, 43232",1814,NOE-BIXBY RD,UNIT B,Columbus,OH,43232,39.939429,-82.8605598,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"2985 BRIAR RIDGE RD, Columbus, OH, 43232",2985,BRIAR RIDGE RD,,Columbus,OH,43232,39.9126272,-82.9012081,RESIDENTIAL,census_geocoder,auditor_street (41/41 dwelling),Exact
"3523 PETZINGER RD, Columbus, OH, 43232",3523,PETZINGER RD,,Columbus,OH,43232,39.9268874,-82.8996643,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"2458 COURTRIGHT RD, Columbus, OH, 43232",2458,COURTRIGHT RD,,Columbus,OH,43232,39.9225108,-82.8978744,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"3750 WESTPOINT DR UNIT 5, Columbus, OH, 43232",3750,WESTPOINT DR,UNIT 5,Columbus,OH,43232,39.9188578,-82.895574,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3760 WESTPOINT DR UNIT 1, Columbus, OH, 43232",3760,WESTPOINT DR,UNIT 1,Columbus,OH,43232,39.9189158,-82.8952436,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3774 WESTPOINT DR UNIT 4, Columbus, OH, 43232",3774,WESTPOINT DR,UNIT 4,Columbus,OH,43232,39.9192362,-82.8948,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3585 WINCHESTER BEND DR, Columbus, OH, 43232",3585,WINCHESTER BEND DR,,Columbus,OH,43232,39.9011979,-82.8909236,RESIDENTIAL,census_geocoder,auditor_street (88/89 dwelling),Exact
"1734 LONSDALE RD UNIT B, Columbus, OH, 43232",1734,LONSDALE RD,UNIT B,Columbus,OH,43232,39.9421584,-82.8500993,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"1967 BAIRSFORD DR, Columbus, OH, 43232",1967,BAIRSFORD DR,,Columbus,OH,43232,39.9379703,-82.8470024,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"2092 NOE-BIXBY RD, Columbus, OH, 43232",2092,NOE-BIXBY RD,,Columbus,OH,43232,39.9334539,-82.855645,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"5712 SARANAC DR, Columbus, OH, 43232",5712,SARANAC DR,,Columbus,OH,43232,39.9415837,-82.8420861,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"5710 SARANAC DR, Columbus, OH, 43232",5710,SARANAC DR,,Columbus,OH,43232,39.9414036,-82.8420778,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"2676 COURTRIGHT RD, Columbus, OH, 43232",2676,COURTRIGHT RD,,Columbus,OH,43232,39.9176123,-82.896526,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2680 COURTRIGHT RD, Columbus, OH, 43232",2680,COURTRIGHT RD,,Columbus,OH,43232,39.9175063,-82.8965348,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2678 COURTRIGHT RD, Columbus, OH, 43232",2678,COURTRIGHT RD,,Columbus,OH,43232,39.9174424,-82.8965421,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2256 COURTRIGHT RD, Columbus, OH, 43232",2256,COURTRIGHT RD,,Columbus,OH,43232,39.9268742,-82.8976931,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"5046 BOTSFORD DR, Columbus, OH, 43232",5046,BOTSFORD DR,,Columbus,OH,43232,39.930262,-82.858338,RESIDENTIAL,census_geocoder,auditor_street (75/75 dwelling),Exact
"5833 HIDDEN TRAIL WAY, Columbus, OH, 43232",5833,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.9100173,-82.8385491,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5869 HIDDEN TRAIL WAY, Columbus, OH, 43232",5869,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.9099957,-82.8376423,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5850 HIDDEN TRAIL WAY, Columbus, OH, 43232",5850,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.9103524,-82.8379946,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5838 HIDDEN TRAIL WAY, Columbus, OH, 43232",5838,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.910372,-82.838356,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5844 HIDDEN TRAIL WAY, Columbus, OH, 43232",5844,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.9103633,-82.8381776,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5839 HIDDEN TRAIL WAY, Columbus, OH, 43232",5839,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.910009,-82.8383493,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5868 HIDDEN TRAIL WAY, Columbus, OH, 43232",5868,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.9103076,-82.8374508,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5862 HIDDEN TRAIL WAY, Columbus, OH, 43232",5862,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.9103356,-82.8376346,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5856 HIDDEN TRAIL WAY, Columbus, OH, 43232",5856,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.9103444,-82.8378164,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5845 HIDDEN TRAIL WAY, Columbus, OH, 43232",5845,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.9099938,-82.8381647,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5853 HIDDEN TRAIL WAY, Columbus, OH, 43232",5853,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.9099888,-82.8379624,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"5832 HIDDEN TRAIL WAY, Columbus, OH, 43232",5832,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.9103896,-82.8385339,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"1995 WOODCREST RD, Columbus, OH, 43232",1995,WOODCREST RD,,Columbus,OH,43232,39.9361769,-82.8587038,RESIDENTIAL,census_geocoder,auditor_street (78/78 dwelling),Exact
"3105 AMBERFIELD DR, Columbus, OH, 43232",3105,AMBERFIELD DR,,Columbus,OH,43232,39.9133413,-82.8641418,RESIDENTIAL,census_geocoder,auditor_street (19/21 dwelling),Exact
"1156 MANOR DR, Columbus, OH, 43232",1156,MANOR DR,,Columbus,OH,43232,39.9537164,-82.8328936,RESIDENTIAL,census_geocoder,auditor_street (58/73 dwelling),Exact
"4803 NIELES EDGE DR, Columbus, OH, 43232",4803,NIELES EDGE DR,,Columbus,OH,43232,39.9123935,-82.8675162,RESIDENTIAL,census_geocoder,auditor_street (34/36 dwelling),Exact
"2660 COURTRIGHT RD, Columbus, OH, 43232",2660,COURTRIGHT RD,,Columbus,OH,43232,39.9179357,-82.8965015,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2670 COURTRIGHT RD, Columbus, OH, 43232",2670,COURTRIGHT RD,,Columbus,OH,43232,39.9176789,-82.8965217,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"5874 HIDDEN TRAIL WAY, Columbus, OH, 43232",5874,HIDDEN TRAIL WAY,,Columbus,OH,43232,39.910258,-82.8372233,RESIDENTIAL,census_geocoder,auditor_street (13/14 dwelling),Exact
"3346 FARM VIEW ST, Columbus, OH, 43232",3346,FARM VIEW ST,,Columbus,OH,43232,39.9107152,-82.8387696,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1860 1/2 NOE-BIXBY RD, Columbus, OH, 43232",1860 1/2,NOE-BIXBY RD,,Columbus,OH,43232,39.9386672,-82.8616118,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
